ovr_id,last_check_date,next_check_date,permid,issuer_name,ovr_target,source_value,ovr_value,ovr_active,og_srating,og_exposure,og_controversy,og_committee,company_inheriting,parent_company,inherited_ovr,inhert_ovr_id,comments,evidence,ovr_log,brs_id
ovr000421,01/12/2024,01/05/2025,4295864218,GF Securities Co Ltd,cs_002,EXCLUDED,OK,True,,x,,,False,,False,,"APTA según Comité Santander Responsabilidad Solidario. 
APTA según Comité Inveractivo Confianza. Revisado con Laura y es Ok. Se indica ""Se debate y justificación es Exposición por sistemas de oxigeno pilotos.""

latest_comment:
No hay que revisar - Aplicado OVR en el pasado. Actualmente ISR considera que no es necesario aplicar OVR y que el resultado de Clarity es correcto.

sustainalytics_controv_detail:
-

exposure_detail:
-",,"{user : Tristan Soler,upload_date : 20250224,upload_method : manual,operation : create}",C09464
ovr000422,01/12/2024,01/05/2025,4295864218,GF Securities Co Ltd,cs_003,EXCLUDED,OK,True,,x,,,False,,False,,"Update dic-23: Se sigue aplicando el overwrite de OK en las estrategias afectadas por el % de exposición a nuclear weapons participation. ISR considera que el % definido por Clarity no es correcto. La compañía no produce armamento controvertido y tiene una política que le desliga de la inversión en este tipo de actividad (ver link adjunto con el documento Sustainability policy & ESG Integration)
Update ago-24: se mantienen los ovrs
Update sep-24: se mantienen los ovrs

latest_comment:
Revisión sep-24: Se mantienen los ovrs

sustainalytics_controv_detail:
-

exposure_detail:
Armament Part (5%), Cluster bombs Part (5%), Nuclear Weapons Part (5%)",,"{user : Tristan Soler,upload_date : 20250224,upload_method : manual,operation : create}",C09464
ovr000423,01/12/2024,01/06/2025,4295911963,Goldman Sachs Group Inc,str_001,EXCLUDED,OK,True,,x,,,False,,False,,"Update dic-23: Se sigue aplicando el overwrite de OK en las estrategias afectadas por el % de exposición a nuclear weapons participation. ISR considera que el % definido por Clarity no es correcto. La compañía no produce armamento controvertido y tiene una política que le desliga de la inversión en este tipo de actividad (ver link adjunto con el documento Sustainability policy & ESG Integration)
Update ago-24: se mantienen los ovrs
Update sep-24: se mantienen los ovrs

latest_comment:
Revisión sep-24: Se mantienen los ovrs

sustainalytics_controv_detail:
-

exposure_detail:
Armament Part (5%), Cluster bombs Part (5%), Nuclear Weapons Part (5%)",,"{user : Tristan Soler,upload_date : 20250224,upload_method : manual,operation : create}",38142U
ovr000424,01/12/2024,01/06/2025,4295911963,Goldman Sachs Group Inc,str_002,EXCLUDED,OK,True,,x,,,False,,False,,"Update dic-23: Se sigue aplicando el overwrite de OK en las estrategias afectadas por el % de exposición a nuclear weapons participation. ISR considera que el % definido por Clarity no es correcto. La compañía no produce armamento controvertido y tiene una política que le desliga de la inversión en este tipo de actividad (ver link adjunto con el documento Sustainability policy & ESG Integration)
Update ago-24: se mantienen los ovrs
Update sep-24: se mantienen los ovrs

latest_comment:
Revisión sep-24: Se mantienen los ovrs

sustainalytics_controv_detail:
-

exposure_detail:
Armament Part (5%), Cluster bombs Part (5%), Nuclear Weapons Part (5%)",,"{user : Tristan Soler,upload_date : 20250224,upload_method : manual,operation : create}",38142U
ovr000425,01/12/2024,01/06/2025,4295911963,Goldman Sachs Group Inc,str_003,EXCLUDED,OK,True,,x,,,False,,False,,"Update dic-23: Se sigue aplicando el overwrite de OK en las estrategias afectadas por el % de exposición a nuclear weapons participation. ISR considera que el % definido por Clarity no es correcto. La compañía no produce armamento controvertido y tiene una política que le desliga de la inversión en este tipo de actividad (ver link adjunto con el documento Sustainability policy & ESG Integration)
Update ago-24: se mantienen los ovrs
Update sep-24: se mantienen los ovrs

latest_comment:
Revisión sep-24: Se mantienen los ovrs

sustainalytics_controv_detail:
-

exposure_detail:
Armament Part (5%), Cluster bombs Part (5%), Nuclear Weapons Part (5%)",,"{user : Tristan Soler,upload_date : 20250224,upload_method : manual,operation : create}",38142U
ovr000426,01/12/2024,01/06/2025,4295911963,Goldman Sachs Group Inc,str_003b,EXCLUDED,OK,True,,x,,,False,,False,,"Update dic-23: Se sigue aplicando el overwrite de OK en las estrategias afectadas por el % de exposición a nuclear weapons participation. ISR considera que el % definido por Clarity no es correcto. La compañía no produce armamento controvertido y tiene una política que le desliga de la inversión en este tipo de actividad (ver link adjunto con el documento Sustainability policy & ESG Integration)
Update ago-24: se mantienen los ovrs
Update sep-24: se mantienen los ovrs

latest_comment:
Revisión sep-24: Se mantienen los ovrs

sustainalytics_controv_detail:
-

exposure_detail:
Armament Part (5%), Cluster bombs Part (5%), Nuclear Weapons Part (5%)",,"{user : Tristan Soler,upload_date : 20250224,upload_method : manual,operation : create}",38142U
ovr000427,01/12/2024,01/06/2025,4295911963,Goldman Sachs Group Inc,str_004,EXCLUDED,OK,True,,x,,,False,,False,,"Update dic-23: Se sigue aplicando el overwrite de OK en las estrategias afectadas por el % de exposición a nuclear weapons participation. ISR considera que el % definido por Clarity no es correcto. La compañía no produce armamento controvertido y tiene una política que le desliga de la inversión en este tipo de actividad (ver link adjunto con el documento Sustainability policy & ESG Integration)
Update ago-24: se mantienen los ovrs
Update sep-24: se mantienen los ovrs

latest_comment:
Revisión sep-24: Se mantienen los ovrs

sustainalytics_controv_detail:
-

exposure_detail:
Armament Part (5%), Cluster bombs Part (5%), Nuclear Weapons Part (5%)",,"{user : Tristan Soler,upload_date : 20250224,upload_method : manual,operation : create}",38142U
ovr000428,01/12/2024,01/06/2025,4295911963,Goldman Sachs Group Inc,str_006,EXCLUDED,OK,True,,x,,,False,,False,,"Update dic-23: Se sigue aplicando el overwrite de OK en las estrategias afectadas por el % de exposición a nuclear weapons participation. ISR considera que el % definido por Clarity no es correcto. La compañía no produce armamento controvertido y tiene una política que le desliga de la inversión en este tipo de actividad (ver link adjunto con el documento Sustainability policy & ESG Integration)
Update ago-24: se mantienen los ovrs
Update sep-24: se mantienen los ovrs

latest_comment:
Revisión sep-24: Se mantienen los ovrs

sustainalytics_controv_detail:
-

exposure_detail:
Armament Part (5%), Cluster bombs Part (5%), Nuclear Weapons Part (5%)",,"{user : Tristan Soler,upload_date : 20250224,upload_method : manual,operation : create}",38142U
ovr000429,01/12/2024,01/06/2025,4295911963,Goldman Sachs Group Inc,cs_002,EXCLUDED,OK,True,,x,,,False,,False,,"Update dic-23: Se sigue aplicando el overwrite de OK en las estrategias afectadas por el % de exposición a nuclear weapons participation. ISR considera que el % definido por Clarity no es correcto. La compañía no produce armamento controvertido y tiene una política que le desliga de la inversión en este tipo de actividad (ver link adjunto con el documento Sustainability policy & ESG Integration)
Update ago-24: se mantienen los ovrs
Update sep-24: se mantienen los ovrs

latest_comment:
Revisión sep-24: Se mantienen los ovrs

sustainalytics_controv_detail:
-

exposure_detail:
Armament Part (5%), Cluster bombs Part (5%), Nuclear Weapons Part (5%)",,"{user : Tristan Soler,upload_date : 20250224,upload_method : manual,operation : create}",38142U
ovr000430,01/12/2024,01/06/2025,4295911963,Goldman Sachs Group Inc,cs_003,EXCLUDED,OK,True,,x,,,False,,False,,"Update feb-24: se aplica overwrite temporal de OK en la STR004, STR007 y CS001 por estar pendiente análisis del scoring de la compañía tras la actualización de las metricas de la matriz de materialidad.
Update ago-24: se mantienen los ovrs a la espera de la nueva metodología
Update sep-24: se eliminan los ovrs una vez que ya tenemos los datos de la nueva metodologia
Update nov-24: aplicamos ovr de EXCLUDED para la STR002 al ser filial de Societe Generale y al estar esta exlcluida por decisión del comité ético

latest_comment:
Revisión sep-24: se eliminan los ovrs existentes

sustainalytics_controv_detail:


exposure_detail:
",,"{user : Tristan Soler,upload_date : 20250224,upload_method : manual,operation : create}",38142U
ovr000431,01/12/2024,01/05/2025,4295882718,Hana Financial Group Inc,str_001,EXCLUDED,OK,True,,x,,,False,,False,,"APTA según Comité Santander Responsabilidad Solidario. Financiación Nuclear weapons. Decisión OK
Update dic-23: Se sigue aplicando el overwrite de OK en las estrategias afectadas por el % de exposición a nuclear weapons participation. ISR considera que el % definido por Clarity no es correcto. La compañía no produce armamento controvertido y tiene una política que le desliga de la inversión en este tipo de actividad (ver link adjunto con el documento Controversial weapons policy)
Update ago-24: se mantienen los ovrs
Rev ene-25: se actualiza el ovr en la STR002 por decisión del comité, el resto se mantienen igual por la exoposición a armamento controvertido.

latest_comment:
Revisada en ene-25: se actualiza el resultado de la STR002, el resto, se mantienen los existentes

sustainalytics_controv_detail:
-

exposure_detail:
Armament Part (5%), Cluster bombs Part (5%), Nuclear Weapons Part (5%)",,"{user : Tristan Soler,upload_date : 20250224,upload_method : manual,operation : create}",C15932
ovr000432,01/12/2024,01/05/2025,4295882718,Hana Financial Group Inc,str_002,EXCLUDED,OK,True,,x,,,False,,False,,"APTA según Comité Santander Responsabilidad Solidario. Financiación Nuclear weapons. Decisión OK
Update dic-23: Se sigue aplicando el overwrite de OK en las estrategias afectadas por el % de exposición a nuclear weapons participation. ISR considera que el % definido por Clarity no es correcto. La compañía no produce armamento controvertido y tiene una política que le desliga de la inversión en este tipo de actividad (ver link adjunto con el documento Controversial weapons policy)
Update ago-24: se mantienen los ovrs
Rev ene-25: se actualiza el ovr en la STR002 por decisión del comité, el resto se mantienen igual por la exoposición a armamento controvertido.

latest_comment:
Revisada en ene-25: se actualiza el resultado de la STR002, el resto, se mantienen los existentes

sustainalytics_controv_detail:
-

exposure_detail:
Armament Part (5%), Cluster bombs Part (5%), Nuclear Weapons Part (5%)",,"{user : Tristan Soler,upload_date : 20250224,upload_method : manual,operation : create}",C15932
ovr000433,01/12/2024,01/05/2025,4295882718,Hana Financial Group Inc,str_003,EXCLUDED,OK,True,,x,,,False,,False,,"APTA según Comité Santander Responsabilidad Solidario. Financiación Nuclear weapons. Decisión OK
Update dic-23: Se sigue aplicando el overwrite de OK en las estrategias afectadas por el % de exposición a nuclear weapons participation. ISR considera que el % definido por Clarity no es correcto. La compañía no produce armamento controvertido y tiene una política que le desliga de la inversión en este tipo de actividad (ver link adjunto con el documento Controversial weapons policy)
Update ago-24: se mantienen los ovrs
Rev ene-25: se actualiza el ovr en la STR002 por decisión del comité, el resto se mantienen igual por la exoposición a armamento controvertido.

latest_comment:
Revisada en ene-25: se actualiza el resultado de la STR002, el resto, se mantienen los existentes

sustainalytics_controv_detail:
-

exposure_detail:
Armament Part (5%), Cluster bombs Part (5%), Nuclear Weapons Part (5%)",,"{user : Tristan Soler,upload_date : 20250224,upload_method : manual,operation : create}",C15932
ovr000434,01/12/2024,01/05/2025,4295882718,Hana Financial Group Inc,str_003b,EXCLUDED,OK,True,,x,,,False,,False,,"APTA según Comité Santander Responsabilidad Solidario. Financiación Nuclear weapons. Decisión OK
Update dic-23: Se sigue aplicando el overwrite de OK en las estrategias afectadas por el % de exposición a nuclear weapons participation. ISR considera que el % definido por Clarity no es correcto. La compañía no produce armamento controvertido y tiene una política que le desliga de la inversión en este tipo de actividad (ver link adjunto con el documento Controversial weapons policy)
Update ago-24: se mantienen los ovrs
Rev ene-25: se actualiza el ovr en la STR002 por decisión del comité, el resto se mantienen igual por la exoposición a armamento controvertido.

latest_comment:
Revisada en ene-25: se actualiza el resultado de la STR002, el resto, se mantienen los existentes

sustainalytics_controv_detail:
-

exposure_detail:
Armament Part (5%), Cluster bombs Part (5%), Nuclear Weapons Part (5%)",,"{user : Tristan Soler,upload_date : 20250224,upload_method : manual,operation : create}",C15932
ovr000435,01/12/2024,01/05/2025,4295882718,Hana Financial Group Inc,str_004,EXCLUDED,OK,True,,x,,,False,,False,,"APTA según Comité Santander Responsabilidad Solidario. Financiación Nuclear weapons. Decisión OK
Update dic-23: Se sigue aplicando el overwrite de OK en las estrategias afectadas por el % de exposición a nuclear weapons participation. ISR considera que el % definido por Clarity no es correcto. La compañía no produce armamento controvertido y tiene una política que le desliga de la inversión en este tipo de actividad (ver link adjunto con el documento Controversial weapons policy)
Update ago-24: se mantienen los ovrs
Rev ene-25: se actualiza el ovr en la STR002 por decisión del comité, el resto se mantienen igual por la exoposición a armamento controvertido.

latest_comment:
Revisada en ene-25: se actualiza el resultado de la STR002, el resto, se mantienen los existentes

sustainalytics_controv_detail:
-

exposure_detail:
Armament Part (5%), Cluster bombs Part (5%), Nuclear Weapons Part (5%)",,"{user : Tristan Soler,upload_date : 20250224,upload_method : manual,operation : create}",C15932
ovr000436,01/12/2024,01/05/2025,4295882718,Hana Financial Group Inc,str_006,EXCLUDED,OK,True,,x,,,False,,False,,"APTA según Comité Santander Responsabilidad Solidario. Financiación Nuclear weapons. Decisión OK
Update dic-23: Se sigue aplicando el overwrite de OK en las estrategias afectadas por el % de exposición a nuclear weapons participation. ISR considera que el % definido por Clarity no es correcto. La compañía no produce armamento controvertido y tiene una política que le desliga de la inversión en este tipo de actividad (ver link adjunto con el documento Controversial weapons policy)
Update ago-24: se mantienen los ovrs
Rev ene-25: se actualiza el ovr en la STR002 por decisión del comité, el resto se mantienen igual por la exoposición a armamento controvertido.

latest_comment:
Revisada en ene-25: se actualiza el resultado de la STR002, el resto, se mantienen los existentes

sustainalytics_controv_detail:
-

exposure_detail:
Armament Part (5%), Cluster bombs Part (5%), Nuclear Weapons Part (5%)",,"{user : Tristan Soler,upload_date : 20250224,upload_method : manual,operation : create}",C15932
ovr000437,01/12/2024,01/05/2025,4295882718,Hana Financial Group Inc,cs_002,EXCLUDED,OK,True,,x,,,False,,False,,"APTA según Comité Santander Responsabilidad Solidario. Financiación Nuclear weapons. Decisión OK
Update dic-23: Se sigue aplicando el overwrite de OK en las estrategias afectadas por el % de exposición a nuclear weapons participation. ISR considera que el % definido por Clarity no es correcto. La compañía no produce armamento controvertido y tiene una política que le desliga de la inversión en este tipo de actividad (ver link adjunto con el documento Controversial weapons policy)
Update ago-24: se mantienen los ovrs
Rev ene-25: se actualiza el ovr en la STR002 por decisión del comité, el resto se mantienen igual por la exoposición a armamento controvertido.

latest_comment:
Revisada en ene-25: se actualiza el resultado de la STR002, el resto, se mantienen los existentes

sustainalytics_controv_detail:
-

exposure_detail:
Armament Part (5%), Cluster bombs Part (5%), Nuclear Weapons Part (5%)",,"{user : Tristan Soler,upload_date : 20250224,upload_method : manual,operation : create}",C15932
ovr000438,01/12/2024,01/05/2025,4295882718,Hana Financial Group Inc,cs_003,EXCLUDED,OK,True,,x,,,False,,False,,"Update dic-23: se aplica overwrite de OK en las estrategias afectadas por considerarse que la exposición no es correcta. La compañía fue adquirida por Franklin Templeton en 2020, por lo que sigue su política (ver link adjunto)
Update may-24: se mantienen los ovrs al volver a revisarlos por el problema de las métricas, Por el cambio de las métricas cae el sust rating de good a poor
Update ago-24: se mantienen los ovrs
Update sep-24: se eliminan los ovrs solo de aquellas estrategias que dependen del SR,excepto de la STR001 (al tener el umbral en limited), en las demás que tiene ovr viene por la exposición a armamento

latest_comment:
Revisión sep-24 al recibir el nuevo feed. Se eliminan los ovrs solo de las estrategias afectadas por el sust rating

sustainalytics_controv_detail:
-

exposure_detail:
Armament Part (5%), Nuclear Weapons Part (5%)",,"{user : Tristan Soler,upload_date : 20250224,upload_method : manual,operation : create}",C15932
ovr000439,01/12/2024,01/05/2025,4295873042,Housing Development Finance Corporation Ltd,str_001,EXCLUDED,OK,True,,x,,,False,,False,,"Update dic-23: se aplica overwrite de OK en las estrategias afectadas por considerarse que la exposición no es correcta. La compañía fue adquirida por Franklin Templeton en 2020, por lo que sigue su política (ver link adjunto)
Update may-24: se mantienen los ovrs al volver a revisarlos por el problema de las métricas, Por el cambio de las métricas cae el sust rating de good a poor
Update ago-24: se mantienen los ovrs
Update sep-24: se eliminan los ovrs solo de aquellas estrategias que dependen del SR,excepto de la STR001 (al tener el umbral en limited), en las demás que tiene ovr viene por la exposición a armamento

latest_comment:
Revisión sep-24 al recibir el nuevo feed. Se eliminan los ovrs solo de las estrategias afectadas por el sust rating

sustainalytics_controv_detail:
-

exposure_detail:
Armament Part (5%), Nuclear Weapons Part (5%)",,"{user : Tristan Soler,upload_date : 20250224,upload_method : manual,operation : create}",R75566
ovr000440,01/12/2024,01/05/2025,4295873042,Housing Development Finance Corporation Ltd,str_002,EXCLUDED,OK,True,,x,,,False,,False,,"Update dic-23: se aplica overwrite de OK en las estrategias afectadas por considerarse que la exposición no es correcta. La compañía fue adquirida por Franklin Templeton en 2020, por lo que sigue su política (ver link adjunto)
Update may-24: se mantienen los ovrs al volver a revisarlos por el problema de las métricas, Por el cambio de las métricas cae el sust rating de good a poor
Update ago-24: se mantienen los ovrs
Update sep-24: se eliminan los ovrs solo de aquellas estrategias que dependen del SR,excepto de la STR001 (al tener el umbral en limited), en las demás que tiene ovr viene por la exposición a armamento

latest_comment:
Revisión sep-24 al recibir el nuevo feed. Se eliminan los ovrs solo de las estrategias afectadas por el sust rating

sustainalytics_controv_detail:
-

exposure_detail:
Armament Part (5%), Nuclear Weapons Part (5%)",,"{user : Tristan Soler,upload_date : 20250224,upload_method : manual,operation : create}",R75566
ovr000441,01/12/2024,01/05/2025,4295873042,Housing Development Finance Corporation Ltd,str_003,EXCLUDED,OK,True,,x,,,False,,False,,"Update dic-23: se aplica overwrite de OK en las estrategias afectadas por considerarse que la exposición no es correcta. La compañía fue adquirida por Franklin Templeton en 2020, por lo que sigue su política (ver link adjunto)
Update may-24: se mantienen los ovrs al volver a revisarlos por el problema de las métricas, Por el cambio de las métricas cae el sust rating de good a poor
Update ago-24: se mantienen los ovrs
Update sep-24: se eliminan los ovrs solo de aquellas estrategias que dependen del SR,excepto de la STR001 (al tener el umbral en limited), en las demás que tiene ovr viene por la exposición a armamento

latest_comment:
Revisión sep-24 al recibir el nuevo feed. Se eliminan los ovrs solo de las estrategias afectadas por el sust rating

sustainalytics_controv_detail:
-

exposure_detail:
Armament Part (5%), Nuclear Weapons Part (5%)",,"{user : Tristan Soler,upload_date : 20250224,upload_method : manual,operation : create}",R75566
ovr000442,01/12/2024,01/05/2025,4295873042,Housing Development Finance Corporation Ltd,str_003b,EXCLUDED,OK,True,,x,,,False,,False,,"Update dic-23: se aplica overwrite de OK en las estrategias afectadas por considerarse que la exposición no es correcta. La compañía fue adquirida por Franklin Templeton en 2020, por lo que sigue su política (ver link adjunto)
Update may-24: se mantienen los ovrs al volver a revisarlos por el problema de las métricas, Por el cambio de las métricas cae el sust rating de good a poor
Update ago-24: se mantienen los ovrs
Update sep-24: se eliminan los ovrs solo de aquellas estrategias que dependen del SR,excepto de la STR001 (al tener el umbral en limited), en las demás que tiene ovr viene por la exposición a armamento

latest_comment:
Revisión sep-24 al recibir el nuevo feed. Se eliminan los ovrs solo de las estrategias afectadas por el sust rating

sustainalytics_controv_detail:
-

exposure_detail:
Armament Part (5%), Nuclear Weapons Part (5%)",,"{user : Tristan Soler,upload_date : 20250224,upload_method : manual,operation : create}",R75566
ovr000443,01/12/2024,01/05/2025,4295873042,Housing Development Finance Corporation Ltd,str_004,EXCLUDED,OK,True,,x,,,False,,False,,"Jul-24: la meto en la pag de OVR no porque haya que meterla OVR sino para que suba el resultado correcto a Aladdin ya que en mayo-24 apareció la exposicion, que es correcta, a FF prod, pero en Aladdin tiene datos obsoletos (no tiene exposicion a FF Prod y sale OK en la STR004), ya que Linde es una empresa que anda entrando y saliendo al feed por un esg score relevance muy bajo, y los últimos datos que hay en Aladdin no tenía exposicion a ff Prod
Update nov-24: una vez recabada la información de analistas, la opinión interna del equipo ESG, decidimos aplicar OVR a la compañia en las estrategias STR004 y STR007 al estar afectadas por fossi fuel production
No apta según comité inveractivo

latest_comment:
Según los datos de nuestro analista de la casa, nuestro análisis y las opiniones recabadas dentro y fuera del equipo, decidimos hacer ovr al considerar que los revenues generados por los productos que se usan para la mejora en la eficiencia de la extracción de ciertos combustibles fósiles (son menores al 1% de los revenues totales) no justifican la exclusión de una compañía cuya principal fuente de ingresos es la producción y venta de gases industriales con múltiples beneficios para las industrias en las que participa

sustainalytics_controv_detail:


exposure_detail:
",,"{user : Tristan Soler,upload_date : 20250224,upload_method : manual,operation : create}",R75566
ovr000444,01/12/2024,01/05/2025,4295873042,Housing Development Finance Corporation Ltd,str_006,EXCLUDED,OK,True,,x,,,False,,False,,"Jul-24: la meto en la pag de OVR no porque haya que meterla OVR sino para que suba el resultado correcto a Aladdin ya que en mayo-24 apareció la exposicion, que es correcta, a FF prod, pero en Aladdin tiene datos obsoletos (no tiene exposicion a FF Prod y sale OK en la STR004), ya que Linde es una empresa que anda entrando y saliendo al feed por un esg score relevance muy bajo, y los últimos datos que hay en Aladdin no tenía exposicion a ff Prod
Update nov-24: una vez recabada la información de analistas, la opinión interna del equipo ESG, decidimos aplicar OVR a la compañia en las estrategias STR004 y STR007 al estar afectadas por fossi fuel production
No apta según comité inveractivo

latest_comment:
Según los datos de nuestro analista de la casa, nuestro análisis y las opiniones recabadas dentro y fuera del equipo, decidimos hacer ovr al considerar que los revenues generados por los productos que se usan para la mejora en la eficiencia de la extracción de ciertos combustibles fósiles (son menores al 1% de los revenues totales) no justifican la exclusión de una compañía cuya principal fuente de ingresos es la producción y venta de gases industriales con múltiples beneficios para las industrias en las que participa

sustainalytics_controv_detail:


exposure_detail:
",,"{user : Tristan Soler,upload_date : 20250224,upload_method : manual,operation : create}",R75566
ovr000445,01/12/2024,01/05/2025,4295873042,Housing Development Finance Corporation Ltd,cs_002,EXCLUDED,OK,True,,x,,,False,,False,,"APTA según Comité Santander Responsabilidad Solidario. Financiación Nuclear weapons. Decisión OK
Update dic-23: Se sigue aplicando el overwrite de OK en las estrategias afectadas por el % de exposición a nuclear weapons participation. ISR considera que el % definido por Clarity no es correcto. La compañía no produce armamento controvertido y tiene una política que le desliga de la inversión en este tipo de actividad (ver link adjunto con el documento Bank sector statements)
Update ago-24: se mantienen los ovrs, incluido el del Santander Resp Solidario al estar en la lista de aptas
Rev ene-25: se mantienen los ovrs al no haber cambios en la compañia ni en la decisión del comité

latest_comment:
Revisada en ene-25: se mantienen los existentes

sustainalytics_controv_detail:
Business Ethics (Bribery & Corruption), Customer Incidents (Quality & Safety)

exposure_detail:
Armament Part (5%), Nuclear weapons Part (1%)",,"{user : Tristan Soler,upload_date : 20250224,upload_method : manual,operation : create}",R75566
ovr000446,01/12/2024,01/05/2025,4295873042,Housing Development Finance Corporation Ltd,cs_003,EXCLUDED,OK,True,,x,,,False,,False,,"APTA según Comité Santander Responsabilidad Solidario. Financiación Nuclear weapons. Decisión OK
Update dic-23: Se sigue aplicando el overwrite de OK en las estrategias afectadas por el % de exposición a nuclear weapons participation. ISR considera que el % definido por Clarity no es correcto. La compañía no produce armamento controvertido y tiene una política que le desliga de la inversión en este tipo de actividad (ver link adjunto con el documento Bank sector statements)
Update ago-24: se mantienen los ovrs, incluido el del Santander Resp Solidario al estar en la lista de aptas
Rev ene-25: se mantienen los ovrs al no haber cambios en la compañia ni en la decisión del comité

latest_comment:
Revisada en ene-25: se mantienen los existentes

sustainalytics_controv_detail:
Business Ethics (Bribery & Corruption), Customer Incidents (Quality & Safety)

exposure_detail:
Armament Part (5%), Nuclear weapons Part (1%)",,"{user : Tristan Soler,upload_date : 20250224,upload_method : manual,operation : create}",R75566
ovr000447,01/12/2024,01/05/2025,8589934183,US Bancorp,str_001,EXCLUDED,OK,True,,x,,,False,,False,,"APTA según Comité Santander Responsabilidad Solidario. Financiación Nuclear weapons. Decisión OK
Update dic-23: Se sigue aplicando el overwrite de OK en las estrategias afectadas por el % de exposición a nuclear weapons participation. ISR considera que el % definido por Clarity no es correcto. La compañía no produce armamento controvertido y tiene una política que le desliga de la inversión en este tipo de actividad (ver link adjunto con el documento Bank sector statements)
Update ago-24: se mantienen los ovrs, incluido el del Santander Resp Solidario al estar en la lista de aptas
Rev ene-25: se mantienen los ovrs al no haber cambios en la compañia ni en la decisión del comité

latest_comment:
Revisada en ene-25: se mantienen los existentes

sustainalytics_controv_detail:
Business Ethics (Bribery & Corruption), Customer Incidents (Quality & Safety)

exposure_detail:
Armament Part (5%), Nuclear weapons Part (1%)",,"{user : Tristan Soler,upload_date : 20250224,upload_method : manual,operation : create}",91660A
ovr000448,01/12/2024,01/05/2025,8589934183,US Bancorp,str_002,EXCLUDED,OK,True,,x,,,False,,False,,"APTA según Comité Santander Responsabilidad Solidario. Financiación Nuclear weapons. Decisión OK
Update dic-23: Se sigue aplicando el overwrite de OK en las estrategias afectadas por el % de exposición a nuclear weapons participation. ISR considera que el % definido por Clarity no es correcto. La compañía no produce armamento controvertido y tiene una política que le desliga de la inversión en este tipo de actividad (ver link adjunto con el documento Bank sector statements)
Update ago-24: se mantienen los ovrs, incluido el del Santander Resp Solidario al estar en la lista de aptas
Rev ene-25: se mantienen los ovrs al no haber cambios en la compañia ni en la decisión del comité

latest_comment:
Revisada en ene-25: se mantienen los existentes

sustainalytics_controv_detail:
Business Ethics (Bribery & Corruption), Customer Incidents (Quality & Safety)

exposure_detail:
Armament Part (5%), Nuclear weapons Part (1%)",,"{user : Tristan Soler,upload_date : 20250224,upload_method : manual,operation : create}",91660A
ovr000449,01/12/2024,01/05/2025,8589934183,US Bancorp,str_003,EXCLUDED,OK,True,,x,,,False,,False,,"APTA según Comité Santander Responsabilidad Solidario. Financiación Nuclear weapons. Decisión OK
Update dic-23: Se sigue aplicando el overwrite de OK en las estrategias afectadas por el % de exposición a nuclear weapons participation. ISR considera que el % definido por Clarity no es correcto. La compañía no produce armamento controvertido y tiene una política que le desliga de la inversión en este tipo de actividad (ver link adjunto con el documento Bank sector statements)
Update ago-24: se mantienen los ovrs, incluido el del Santander Resp Solidario al estar en la lista de aptas
Rev ene-25: se mantienen los ovrs al no haber cambios en la compañia ni en la decisión del comité

latest_comment:
Revisada en ene-25: se mantienen los existentes

sustainalytics_controv_detail:
Business Ethics (Bribery & Corruption), Customer Incidents (Quality & Safety)

exposure_detail:
Armament Part (5%), Nuclear weapons Part (1%)",,"{user : Tristan Soler,upload_date : 20250224,upload_method : manual,operation : create}",91660A
ovr000450,01/12/2024,01/05/2025,8589934183,US Bancorp,str_003b,EXCLUDED,OK,True,,x,,,False,,False,,"APTA según Comité Santander Responsabilidad Solidario. Financiación Nuclear weapons. Decisión OK
Update dic-23: Se sigue aplicando el overwrite de OK en las estrategias afectadas por el % de exposición a nuclear weapons participation. ISR considera que el % definido por Clarity no es correcto. La compañía no produce armamento controvertido y tiene una política que le desliga de la inversión en este tipo de actividad (ver link adjunto con el documento Bank sector statements)
Update ago-24: se mantienen los ovrs, incluido el del Santander Resp Solidario al estar en la lista de aptas
Rev ene-25: se mantienen los ovrs al no haber cambios en la compañia ni en la decisión del comité

latest_comment:
Revisada en ene-25: se mantienen los existentes

sustainalytics_controv_detail:
Business Ethics (Bribery & Corruption), Customer Incidents (Quality & Safety)

exposure_detail:
Armament Part (5%), Nuclear weapons Part (1%)",,"{user : Tristan Soler,upload_date : 20250224,upload_method : manual,operation : create}",91660A
ovr000451,01/12/2024,01/05/2025,8589934183,US Bancorp,str_004,EXCLUDED,OK,True,,x,,,False,,False,,"APTA según Comité Santander Responsabilidad Solidario. Financiación Nuclear weapons. Decisión OK
Update dic-23: Se sigue aplicando el overwrite de OK en las estrategias afectadas por el % de exposición a nuclear weapons participation. ISR considera que el % definido por Clarity no es correcto. La compañía no produce armamento controvertido y tiene una política que le desliga de la inversión en este tipo de actividad (ver link adjunto con el documento Bank sector statements)
Update ago-24: se mantienen los ovrs, incluido el del Santander Resp Solidario al estar en la lista de aptas
Rev ene-25: se mantienen los ovrs al no haber cambios en la compañia ni en la decisión del comité

latest_comment:
Revisada en ene-25: se mantienen los existentes

sustainalytics_controv_detail:
Business Ethics (Bribery & Corruption), Customer Incidents (Quality & Safety)

exposure_detail:
Armament Part (5%), Nuclear weapons Part (1%)",,"{user : Tristan Soler,upload_date : 20250224,upload_method : manual,operation : create}",91660A
